Gene	chrom	start	end
FN3KRP	17	80676674	80685564
FN3K	17	80694062	80708458
TBCD	17	80711026	80898673
B3GNTL1	17	80901667	81006702
METRNL	17	81040330	81044709
ROCK1P1	18	118760	122190
USP14	18	159550	212978
THOC1	18	215186	266242
COLEC12	18	319690	499116
CETN1	18	581482	581541
CLUL1	18	597754	649843
C18orf56	18	651455	657360
TYMS	18	658500	671433
ENOSF1	18	673558	712193
YES1	18	722535	810931
ADCYAP1	18	907041	910309
C18orf2	18	1269795	1358082
METTL4	18	2538763	2570934
NDC80	18	2572298	2616503
SMCHD1	18	2657553	2803186
EMILIN2	18	2848778	2912844
LPIN2	18	2917993	3011750
MYOM1	18	3066990	3218832
MYL12A	18	3249484	3253753
MYL12B	18	3263192	3275931
TGIF1	18	3413116	3458388
DLGAP1	18	3500390	3878775
LOC284215	18	4269742	4292824
LOC642597	18	5144603	5195070
C18orf18	18	5236858	5236917
LOC339290	18	5239676	5245741
ZFP161	18	5290748	5294275
EPB41L3	18	5392865	5542675
L3MBTL4	18	5956595	6413395
ARHGAP28	18	6835067	6915173
LOC400643	18	6926977	6927036
LAMA1	18	6942021	7116698
LRRC30	18	7231482	7231526
PTPRM	18	7568904	8404597
RAB12	18	8610413	8638361
KIAA0802	18	8719075	8831276
NDUFV2	18	9103468	9133024
ANKRD12	18	9138050	9284515
TWSG1	18	9335843	9400954
RALBP1	18	9477315	9538065
PPP4R1	18	9546800	9613217
RAB31	18	9709997	9862490
TXNDC2	18	9886016	9886298
VAPA	18	9915532	9958432
APCDD1	18	10455612	10488496
NAPG	18	10526842	10551724
FAM38B	18	10670874	11144954
GNAL	18	11693002	11881780
MPPE1	18	11884023	11908141
IMPA2	18	11982960	12030775
CIDEA	18	12256124	12276533
TUBB6	18	12309619	12326313
AFG3L2	18	12329727	12376315
SLMO1	18	12408926	12432034
SPIRE1	18	12446720	12656831
PSMG2	18	12659030	12724624
PTPN2	18	12785916	12882665
SEH1L	18	12949315	12986289
CEP192	18	12991995	13124459
C18orf1	18	13219865	13652243
C18orf19	18	13664024	13725378
RNMT	18	13727340	13762309
MC5R	18	13825752	13826094
MC2R	18	13883055	13914912
ZNF519	18	14076307	14124571
ANKRD30B	18	14748478	14850105
ROCK1	18	18529851	18691759
GREB1L	18	18824533	19101408
ESCO1	18	19109459	19179873
SNRPD1	18	19192765	19210127
ABHD3	18	19231653	19283044
MIB1	18	19322095	19449955
GATA6	18	19750914	19781201
CTAGE1	18	19994555	19997269
RBBP8	18	20514333	20606392
CABLES1	18	20714557	20840212
C18orf45	18	20876602	21017201
RIOK3	18	21034718	21062695
C18orf8	18	21084371	21111629
NPC1	18	21113496	21165384
ANKRD29	18	21180156	21242200
LAMA3	18	21270390	21534803
TTC39C	18	21574442	21714706
CABYR	18	21719622	21740309
OSBPL1A	18	21742941	21976452
IMPACT	18	22008105	22033120
HRH4	18	22040681	22059380
ZNF521	18	22642262	22931348
SS18	18	23598039	23670280
PSMA8	18	23715893	23772480
TAF4B	18	23808005	23970276
KCTD1	18	24034853	24218246
LOC728606	18	24267592	24281942
AQP4	18	24432951	24445221
C18orf16	18	24447286	24515204
CHST9	18	24516507	24762717
CDH2	18	25530928	25756510
DSC3	18	28570569	28621423
DSC2	18	28647696	28680075
DSC1	18	28709454	28742177
DSG1	18	28898804	28936169
DSG4	18	28957400	28992987
DSG3	18	29028542	29057670
DSG2	18	29078458	29128420
TTR	18	29171941	29177606
B4GALT6	18	29202911	29263736
MCART2	18	29340620	29340679
TRAPPC8	18	29410622	29522167
RNF125	18	29599879	29652840
RNF138	18	29673449	29710811
MEP1B	18	29771782	29800322
FAM59A	18	29847664	30049190
WBP11P1	18	30093291	30093350
KLHL14	18	30254199	30351735
C18orf34	18	30518128	31020207
ASXL3	18	31160710	31326867
NOL4	18	31432677	31801490
DTNA	18	32075281	32471123
MAPRE2	18	32562239	32721047
ZNF397	18	32821678	32838040
ZSCAN30	18	32839692	32869357
ZNF271	18	32871431	32890208
ZNF24	18	32914919	32922920
ZNF396	18	32948717	32956166
INO80C	18	33048283	33077408
GALNT1	18	33236067	33289988
C18orf21	18	33552855	33557734
RPRD1A	18	33572226	33645935
SLC39A6	18	33689249	33707957
ELP2	18	33710701	33753728
MOCOS	18	33769287	33846838
FHOD3	18	33878932	34359962
C18orf10	18	34377129	34407815
KIAA1328	18	34410659	34804460
CELF4	18	34823621	35145643
LOC647946	18	36790800	37331044
KC6	18	39060306	39098383
PIK3C3	18	39535631	39661206
RIT2	18	40323590	40695581
SYT4	18	40847990	40856834
SETBP1	18	42261551	42646272
SLC14A2	18	43196652	43262183
SLC14A1	18	43305236	43330828
SIGLEC15	18	43405907	43422503
EPG5	18	43427723	43545681
PSTPIP2	18	43563551	43649909
ATP5A1	18	43668040	43684005
HAUS1	18	43686052	43707800
C18orf25	18	43755465	43846384
RNF165	18	43915382	44040789
LOXHD1	18	44057227	44235345
ST8SIA5	18	44259064	44335773
PIAS2	18	44392100	44496025
KATNAL2	18	44528779	44627613
HDHD2	18	44635128	44675558
IER3IP1	18	44682762	44701650
SMAD2	18	45359458	45454917
ZBTB7C	18	45554766	45662209
CTIF	18	46066508	46388454
SMAD7	18	46446530	46476282
DYM	18	46570198	46984835
C18orf32	18	47008365	47013313
RPL17-C18ORF32	18	47013956	47018248
LIPG	18	47090560	47118587
ACAA2	18	47310838	47339347
MYO5B	18	47351533	47719396
CCDC11	18	47753594	47791450
MBD1	18	47796703	47805338
CXXC1	18	47810513	47814608
SKA1	18	47902251	47919830
MAPK4	18	48088002	48257382
MRO	18	48324694	48351591
ME2	18	48406357	48473401
ELAC1	18	48496237	48513467
SMAD4	18	48559039	48611113
MEX3C	18	48702126	48722067
DCC	18	49868107	51061117
MBD2	18	51680993	51749155
POLI	18	51797566	51824123
STARD6	18	51851063	51880911
C18orf54	18	51885700	51907159
C18orf26	18	52258392	52265546
RAB27B	18	52496268	52556892
CCDC68	18	52570534	52625135
TCF4	18	52889787	53255732
TXNL1	18	54270084	54305177
WDR7	18	54320012	54696666
BOD1P	18	54816584	54816643
ST8SIA3	18	55021703	55035044
ONECUT2	18	55104567	55157205
FECH	18	55212968	55252605
NARS	18	55268184	55287832
ATP8B1	18	55314264	55468566
NEDD4L	18	55714851	56067834
ALPK2	18	56149187	56294495
MALT1	18	56339644	56415031
ZNF532	18	56532587	56651178
LOC390858	18	56704250	56720111
SEC11C	18	56809345	56824423
GRP	18	56889608	56897865
RAX	18	56935733	56938971
CPLX4	18	56962743	56984154
LMAN1	18	56997901	57024885
CCBE1	18	57098218	57363967
PMAIP1	18	57569648	57569707
MC4R	18	58038723	58039052
CDH20	18	59157762	59220930
RNF152	18	59485143	59559303
PIGN	18	59712412	59851973
KIAA1468	18	59855970	59972726
TNFRSF11A	18	59993901	60052700
ZCCHC2	18	60192409	60245783
PHLPP1	18	60382734	60646898
BCL2	18	60791385	60986045
KDSR	18	60996237	61032653
VPS4B	18	61058066	61087917
SERPINB5	18	61145686	61170977
SERPINB12	18	61223436	61232930
SERPINB13	18	61254675	61265490
SERPINB4	18	61306642	61311107
SERPINB3	18	61322963	61328746
SERPINB11	18	61371423	61390142
SERPINB7	18	61420896	61472002
SERPINB2	18	61554966	61570028
SERPINB10	18	61583338	61602414
HMSD	18	61617302	61624539
SERPINB8	18	61638968	61656017
C18orf20	18	61748628	61816232
LOC284294	18	61819806	62088604
CDH7	18	63420273	63547680
CDH19	18	64171324	64271239
DSEL	18	65175110	65182657
LOC643542	18	65185369	65561985
TMX3	18	66341214	66381438
CCDC102B	18	66383166	66722353
DOK6	18	67069663	67516055
CD226	18	67530189	67622118
RTTN	18	67671113	67872377
SOCS6	18	67957981	67996174
CBLN2	18	70204511	70210057
NETO1	18	70412211	70532957
LOC400655	18	70823338	70930147
FBXO15	18	71742854	71813701
C18orf55	18	71816794	71825744
CYB5A	18	71920963	71958127
DKFZP781G0119	18	71984091	72026264
FAM69C	18	72104580	72123310
CNDP2	18	72165066	72189548
CNDP1	18	72202498	72252150
LOC400657	18	72259230	72263100
ZNF407	18	72343392	72776795
ZADH2	18	72912030	72919644
TSHZ1	18	72925204	73001892
C18orf62	18	73123158	73138823
ZNF516	18	74069986	74206229
LOC284276	18	74244968	74269444
ZNF236	18	74536148	74681960
MBP	18	74691840	74842983
GALR1	18	74964391	74981620
SALL3	18	76742196	76758150
ATP9B	18	76829945	77138115
NFATC1	18	77158676	77288002
CTDP1	18	77440650	77514468
KCNG2	18	77624517	77658888
PQLC1	18	77663690	77708925
HSBP1L1	18	77726668	77728212
TXNL4A	18	77733413	77747656
RBFA	18	77794842	77810651
ADNP2	18	77868091	77897618
LOC100130522	18	77908140	77935946
PARD6G	18	77937717	78002264
PPAP2C	19	281067	290486
MIER2	19	305582	343459
THEG	19	362052	375288
C2CD4C	19	405501	406776
SHC2	19	420649	460051
ODF3L2	19	463368	474126
MADCAM1	19	499896	504651
C19orf20	19	508220	516129
CDC34	19	532987	542074
GZMM	19	547873	547917
BSG	19	571351	582912
HCN2	19	593208	615693
POLRMT	19	619522	630871
RNF126	19	649465	661011
FSTL3	19	679107	683401
PRSS57	19	685542	691130
PALM	19	711118	748324
C19orf21	19	751954	763794
PTBP1	19	798405	812246
LPPR3	19	817675	819680
AZU1	19	830340	831863
PRTN3	19	843973	847864
ELANE	19	855292	856260
CFD	19	859865	863312
MED16	19	869455	890005
C19orf22	19	897330	909330
KISS1R	19	918334	920882
ARID3A	19	926498	972343
WDR18	19	984972	994565
GRIN3B	19	1004217	1008431
C19orf6	19	1011133	1018631
CNN2	19	1027045	1035316
ABCA7	19	1040871	1060134
HMHA1	19	1068029	1086631
POLR2E	19	1088160	1094614
GPX4	19	1106223	1106270
SBNO2	19	1107621	1172346
STK11	19	1206799	1228332
C19orf26	19	1230393	1232415
ATP5D	19	1242659	1243743
MIDN	19	1249840	1258185
C19orf23	19	1268709	1269874
CIRBP	19	1270809	1274034
C19orf24	19	1277000	1277047
EFNA2	19	1291999	1298701
MUM1	19	1356489	1378418
NDUFS7	19	1385140	1393642
GAMT	19	1397791	1400588
DAZAP1	19	1409076	1435354
RPS15	19	1439151	1439200
APC2	19	1454308	1473177
C19orf25	19	1474225	1477508
PCSK4	19	1481417	1489480
REEP6	19	1492056	1495599
ADAMTSL5	19	1506450	1510149
PLK5P	19	1526695	1535462
MEX3D	19	1555152	1566773
MBD3	19	1577723	1591724
UQCR11	19	1597872	1599862
TCF3	19	1609404	1650844
ONECUT3	19	1756276	1774570
ATP8B3	19	1783429	1811885
REXO1	19	1815230	1847305
KLF16	19	1852379	1862024
FAM108A1	19	1882332	1882877
SCAMP4	19	1905897	1926016
CSNK1G2	19	1942257	1981358
BTBD2	19	1985441	2013770
MKNK2	19	2037575	2050858
MOBKL2A	19	2071245	2095305
IZUMO4	19	2098408	2099608
AP3D1	19	2100984	2149960
DOT1L	19	2164963	2232305
PLEKHJ1	19	2233534	2235374
SF3A2	19	2237906	2246396
JSRP1	19	2254287	2255741
OAZ1	19	2271790	2273455
C19orf35	19	2275221	2281837
LINGO3	19	2289808	2307362
LSM7	19	2321498	2326828
SPPL2B	19	2329486	2354509
TMPRSS9	19	2391656	2425129
TIMM13	19	2426535	2426584
LMNB2	19	2428725	2452822
GADD45B	19	2476171	2478166
GNG7	19	2511311	2700622
DIRAS1	19	2714573	2719976
SLC39A3	19	2732533	2736987
SGTA	19	2755363	2782370
THOP1	19	2787398	2813610
ZNF554	19	2823170	2836732
ZNF555	19	2842659	2860247
ZNF556	19	2869067	2878375
ZNF57	19	2902328	2918317
ZNF77	19	2933402	2943273
TLE6	19	2978778	2994959
TLE2	19	2997626	3046083
AES	19	3052952	3060689
GNA11	19	3096206	3119608
GNA15	19	3137246	3161672
NCLN	19	3186837	3209587
CELF5	19	3225509	3296069
NFIC	19	3361597	3463031
C19orf77	19	3475305	3480351
DOHH	19	3490792	3496919
FZR1	19	3507432	3536224
C19orf28	19	3539343	3556392
HMG20B	19	3575108	3579071
GIPC3	19	3586023	3592834
TBXA2R	19	3594732	3605313
C19orf29	19	3610686	3625351
PIP5K1C	19	3630159	3697994
TJP3	19	3729246	3747660
APBA3	19	3750892	3761160
MRPL54	19	3763412	3763471
RAX2	19	3770192	3770244
MATK	19	3778553	3799467
ZFR2	19	3804140	3867628
ATCAY	19	3883459	3928101
ITGB1BP3	19	3933894	3941059
DAPK3	19	3960849	3968623
EEF2	19	3976203	3984616
PIAS4	19	4008558	4034871
ZBTB7A	19	4047248	4064300
MAP2K2	19	4092188	4123146
CREB3L3	19	4153714	4173067
SIRT6	19	4174096	4181411
ANKRD24	19	4185450	4222723
EBI3	19	4236616	4236665
CCDC94	19	4248456	4268301
SHD	19	4280956	4290749
TMIGD2	19	4292855	4301933
FSD1	19	4305946	4323413
STAP2	19	4326221	4337047
MPND	19	4345374	4358492
SH3GL1	19	4360572	4399951
CHAF1A	19	4402982	4443199
UBXN6	19	4444979	4457698
HDGFRP2	19	4473480	4502175
PLIN4	19	4505109	4517473
PLIN5	19	4522642	4533919
LRG1	19	4538320	4539334
SEMA6B	19	4543289	4559485
TNFAIP8L1	19	4639784	4655548
C19orf10	19	4657577	4668522
DPP9	19	4675272	4723166
C19orf30	19	4769848	4772137
FEM1A	19	4795538	4795593
TICAM1	19	4816005	4829354
PLIN3	19	4838893	4867317
ARRDC5	19	4891038	4902659
UHRF1	19	4910668	4958700
KDM4B	19	4971110	5153340
PTPRS	19	5206127	5340678
ZNRF4	19	5456816	5456870
PLAC2	19	5559716	5564144
SAFB2	19	5587025	5621729
SAFB	19	5623927	5666136
C19orf70	19	5679487	5680877
HSD11B1L	19	5683301	5686023
LONP1	19	5692721	5718897
TMEM146	19	5721455	5778750
DUS3L	19	5786519	5790436
NRTN	19	5824009	5827136
FUT6	19	5831236	5838081
FUT3	19	5843077	5850308
FUT5	19	5865845	5869621
NDUFA11	19	5892521	5903293
VMAC	19	5905186	5909869
CAPS	19	5915788	5915847
RANBP3	19	5917021	5977364
RFX2	19	5994427	6110511
ACSBG2	19	6138193	6192946
MLLT1	19	6210478	6277866
ACER1	19	6307146	6330853
CLPP	19	6363049	6368104
ALKBH7	19	6372482	6375045
GTF2F1	19	6380291	6392084
KHSRP	19	6413589	6422487
SLC25A41	19	6426033	6433750
SLC25A23	19	6441174	6457995
CRB3	19	6464960	6466526
DENND1C	19	6467277	6480974
TUBB4	19	6494629	6501275
TNFSF9	19	6531025	6535607
CD70	19	6586049	6590862
TNFSF14	19	6663541	6670339
C3	19	6678690	6719997
GPR108	19	6732067	6735253
TRIP10	19	6741063	6749981
SH2D3A	19	6753966	6767224
VAV1	19	6773736	6855285
EMR1	19	6887563	6940073
EMR4P	19	6952798	6989191
ZNF557	19	7070410	7087687
INSR	19	7112302	7292694
ARHGEF18	19	7460610	7537328
PEX11G	19	7542565	7552727
C19orf45	19	7563579	7573356
ZNF358	19	7582574	7584266
MCOLN1	19	7588425	7597061
PNPLA6	19	7599417	7626674
KIAA1543	19	7662657	7682502
XAB2	19	7685249	7694201
PCP2	19	7696487	7698244
STXBP2	19	7703605	7711907
C19orf59	19	7742413	7744708
TRAPPC5	19	7746932	7746984
FCER2	19	7753981	7767018
CD209	19	7805607	7809374
CLEC4M	19	7831845	7834190
CLEC4GP1	19	7854652	7854696
EVI5L	19	7896842	7929420
FLJ22184	19	7938004	7938055
LRRC8E	19	7953722	7965875
MAP2K7	19	7970074	7979346
LOC645781	19	7982051	7983998
SNAPC2	19	7987131	7988157
TIMM44	19	7991632	8008133
ELAVL1	19	8023735	8069879
CCL25	19	8119625	8127547
FBN3	19	8131216	8209634
LASS4	19	8275198	8327324
CD320	19	8368857	8372285
NDUFA7	19	8376301	8385700
RPS28	19	8386714	8386764
KANK3	19	8388670	8405822
ANGPTL4	19	8429057	8435667
RAB11B	19	8457157	8469153
MARCH2	19	8481803	8502639
HNRNPM	19	8510836	8553306
PRAM1	19	8556426	8567412
ZNF414	19	8576213	8577875
MYO1F	19	8585983	8640764
ADAMTS10	19	8645122	8674272
ZNF558	19	8920926	8933576
MBD3L1	19	8953781	8954017
MUC16	19	8959873	9091280
OR7G2	19	9213908	9213967
OR7G1	19	9225480	9225536
ZNF317	19	9252170	9273899
OR7D2	19	9296923	9299302
OR7E24	19	9362687	9362746
ZNF699	19	9406006	9414986
ZNF559	19	9435739	9454458
ZNF559-ZNF177	19	9456526	9492776
ZNF266	19	9523811	9545197
ZNF560	19	9578855	9607985
ZNF426	19	9639023	9647990
ZNF121	19	9677203	9693581
ZNF561	19	9718181	9726922
ZNF562	19	9763596	9784382
ZNF812	19	9801553	9810482
ZNF846	19	9869464	9878228
FBXL12	19	9921014	9928417
UBL5	19	9939457	9940655
PIN1	19	9947298	9957512
OLFM2	19	9965623	10045293
COL5A3	19	10070230	10120497
RDH8	19	10124651	10132517
C3P1	19	10152807	10184472
C19orf66	19	10197923	10203763
ANGPTL6	19	10205384	10213230
PPAN	19	10218148	10221512
PPAN-P2RY11	19	10225654	10225700
EIF3G	19	10227755	10230550
DNMT1	19	10244065	10304492
S1PR2	19	10332088	10340318
MRPL4	19	10364562	10370722
ICAM1	19	10382011	10395921
ICAM4	19	10398226	10399207
ICAM5	19	10402628	10407470
ZGLP1	19	10418508	10419780
FDX1L	19	10420915	10425052
RAVER1	19	10426874	10443534
ICAM3	19	10444438	10449155
TYK2	19	10461338	10490545
CDC37	19	10501800	10513743
PDE4A	19	10532839	10580310
KEAP1	19	10599798	10612649
S1PR5	19	10623621	10627417
ATG4D	19	10655843	10663790
KRI1	19	10666406	10675973
CDKN2D	19	10677262	10678639
AP1M2	19	10684150	10697550
SLC44A2	19	10713998	10755007
ILF3	19	10766280	10803093
QTRT1	19	10813343	10823110
DNM2	19	10829420	10942579
TMED1	19	10943347	10946354
C19orf38	19	10960398	10979097
CARM1	19	10983949	11032676
YIPF2	19	11033722	11036365
C19orf52	19	11039437	11040508
SMARCA4	19	11072352	11172625
LDLR	19	11201854	11244471
SPC24	19	11258504	11263519
KANK2	19	11274962	11307287
DOCK6	19	11309957	11370756
TSPAN16	19	11406991	11436294
RAB3D	19	11437922	11449410
TMEM205	19	11454955	11456281
CCDC159	19	11457936	11465134
LPPR2	19	11467140	11476385
C19orf39	19	11485640	11485689
EPOR	19	11488593	11494535
RGL3	19	11504713	11527251
CCDC151	19	11531532	11545542
PRKCSH	19	11547270	11561796
ELAVL3	19	11563106	11591434
ZNF653	19	11594241	11615687
ECSIT	19	11617293	11636037
CNN1	19	11652075	11661106
ELOF1	19	11665035	11667721
ACP5	19	11685471	11687932
ZNF627	19	11709421	11728884
ZNF833P	19	11785518	11796943
ZNF823	19	11832072	11848535
ZNF441	19	11879637	11892749
ZNF491	19	11911268	11918627
ZNF440	19	11930718	11943505
ZNF439	19	11979484	11979543
ZNF69	19	12004078	12016993
ZNF700	19	12040947	12061330
ZNF763	19	12087128	12088920
ZNF433	19	12126188	12145005
ZNF878	19	12156024	12166972
ZNF844	19	12179581	12187061
ZNF788	19	12204731	12224562
ZNF20	19	12242867	12249490
ZNF625-ZNF20	19	12252958	12266625
ZNF136	19	12274543	12298947
ZNF44	19	12383118	12403612
ZNF563	19	12429176	12443817
ZNF442	19	12460394	12474402
ZNF799	19	12502863	12505493
ZNF443	19	12542648	12545513
ZNF709	19	12572523	12594871
ZNF564	19	12637238	12660732
ZNF490	19	12688051	12721355
ZNF791	19	12722600	12740172
MAN2B1	19	12757798	12776812
WDR83	19	12779573	12786562
DHPS	19	12788189	12790921
FBXW9	19	12799732	12806004
TNPO2	19	12810008	12834047
C19orf43	19	12841573	12844820
ASNA1	19	12849435	12859152
BEST2	19	12864303	12868314
HOOK2	19	12873878	12885481
JUNB	19	12903808	12903866
PRDX2	19	12907616	12910532
RNASEH2A	19	12918316	12924470
RTBDN	19	12937718	12944286
MAST1	19	12950240	12984198
DNASE2	19	12987590	12991589
KLF1	19	12995235	12997695
GCDH	19	13002914	13009209
SYCE2	19	13011472	13026529
FARSA	19	13037751	13043231
CALR	19	13050384	13054398
RAD23A	19	13057247	13064469
GADD45GIP1	19	13065477	13067572
DAND5	19	13081794	13085266
NFIX	19	13108845	13209268
LYL1	19	13211522	13213144
TRMT1	19	13216516	13226674
NACC1	19	13230462	13251979
STX10	19	13257814	13260998
IER2	19	13262844	13265425
CACNA1A	19	13317512	13616786
CCDC130	19	13859694	13873130
MRI1	19	13877200	13882904
C19orf53	19	13888626	13888674
ZSWIM4	19	13906862	13943024
LOC284454	19	13945328	13947055
MIR23A	19	13947406	13947452
NANOS3	19	13990055	13990113
C19orf57	19	13993244	14016642
CC2D1A	19	14018734	14040197
PODNL1	19	14042041	14063200
DCAF15	19	14064431	14069787
RFX1	19	14072556	14116287
RLN3	19	14139908	14141544
IL27RA	19	14145039	14162439
PALM3	19	14164171	14167848
LOC113230	19	14185644	14185699
SAMD1	19	14199593	14199639
PRKACA	19	14204100	14227253
ASF1B	19	14230303	14246668
LPHN1	19	14258865	14293984
CD97	19	14492893	14519500
DDX39A	19	14520538	14529631
PKN1	19	14545210	14582684
PTGER1	19	14583753	14585330
GIPC1	19	14588573	14605687
DNAJB1	19	14627187	14628401
TECR	19	14640678	14674918
NDUFB7	19	14678073	14678851
CLEC17A	19	14693947	14721007
EMR3	19	14730047	14785754
ZNF333	19	14802282	14831400
EMR2	19	14844631	14885265
OR7A5	19	14937460	14939210
OR7A10	19	14952642	14952701
OR7C2	19	15052949	15052997
SLC1A6	19	15062115	15082998
CCDC105	19	15123535	15133511
CASP14	19	15160778	15167841
SYDE1	19	15219709	15225773
ILVBL	19	15227986	15236208
NOTCH3	19	15270517	15309920
EPHX3	19	15338118	15341724
BRD4	19	15349126	15391279
AKAP8	19	15465394	15489319
AKAP8L	19	15491798	15529037
WIZ	19	15532335	15560004
RASAL3	19	15562421	15574771
PGLYRP2	19	15579434	15590300
CYP4F22	19	15619999	15661971
CYP4F8	19	15726228	15738988
CYP4F3	19	15751972	15771082
CYP4F12	19	15789799	15807942
CYP4F24P	19	15873707	15888134
OR10H1	19	15917890	15918917
UCA1	19	15945668	15945788
CYP4F2	19	15992126	16007756
CYP4F11	19	16023712	16045460
LOC126536	19	16127687	16137546
FLJ25328	19	16145534	16152745
TPM4	19	16181733	16212076
RAB8A	19	16223599	16244346
HSH2D	19	16245396	16266882
CIB3	19	16272179	16283956
FAM32A	19	16297839	16302073
AP1M1	19	16310279	16346160
KLF2	19	16438239	16438358
EPS15L1	19	16473237	16581448
CALR3	19	16589926	16606597
C19orf44	19	16610009	16632162
CHERP	19	16634215	16652245
SLC35E1	19	16661566	16681555
MED26	19	16686610	16737419
C19orf42	19	16758110	16770927
TMEM38A	19	16772843	16799511
NWD1	19	16832277	16928540
SIN3B	19	16941600	16990400
CPAMD8	19	17004143	17135907
HAUS8	19	17160558	17185855
MYO9B	19	17188585	17323476
USE1	19	17327384	17330602
OCEL1	19	17337875	17337922
NR2F6	19	17342712	17355603
USHBP1	19	17360936	17375405
BABAM1	19	17379927	17390155
ANKLE1	19	17393939	17396788
ABHD8	19	17402935	17412990
MRPL34	19	17416601	17416648
DDA1	19	17420970	17434079
ANO8	19	17436871	17443290
GTPBP3	19	17445980	17453472
PLVAP	19	17462257	17485432
BST2	19	17514791	17516404
FAM125A	19	17531914	17536087
TMEM221	19	17547204	17558387
NXNL1	19	17567567	17571405
SLC27A1	19	17581715	17616962
PGLS	19	17623422	17631688
FAM129C	19	17634174	17664660
GLT25D1	19	17667920	17693950
UNC13A	19	17712350	17797946
MAP1S	19	17831517	17845328
FCHO1	19	17859358	17899363
B3GNT3	19	17906800	17923978
INSL3	19	17927322	17931184
JAK3	19	17936367	17957351
RPL18AP3	19	17972319	17972369
SLC5A5	19	17985837	18004833
CCDC124	19	18044197	18054035
KCNN1	19	18063861	18108928
ARRDC2	19	18112452	18124934
IL12RB1	19	18170538	18197366
MAST3	19	18209473	18260607
PIK3R2	19	18264849	18279074
IFI30	19	18284739	18288374
MPV17L2	19	18305230	18307397
RAB3A	19	18309300	18313251
PDE4C	19	18319820	18357455
LOC729966	19	18361140	18365651
KIAA1683	19	18367880	18383804
JUND	19	18390795	18390848
LSM4	19	18418888	18433189
PGPEP1	19	18452371	18480530
GDF15	19	18498503	18498562
LRRC25	19	18502876	18508277
SSBP4	19	18532262	18543364
ELL	19	18553591	18631301
FKBP8	19	18643382	18653321
C19orf50	19	18670265	18680184
UBA52	19	18684314	18687228
C19orf60	19	18700679	18702928
CRLF1	19	18706601	18715954
TMEM59L	19	18724526	18730179
KLHL26	19	18748977	18781279
CRTC1	19	18794509	18893160
COMP	19	18895158	18901422
UPF1	19	18944925	18979045
GDF1	19	18982862	19005623
COPE	19	19010310	19029787
DDX49	19	19031116	19039459
HOMER3	19	19042037	19050347
SUGP2	19	19101778	19143604
ARMC6	19	19145019	19168988
SLC25A42	19	19175706	19222903
TMEM161A	19	19230409	19248374
MEF2B	19	19256392	19280488
LOC729991-MEF2B	19	19282791	19302728
RFXANK	19	19304679	19312692
NR2C2AP	19	19313606	19313658
NCAN	19	19325288	19362706
HAPLN4	19	19367747	19373494
TM6SF2	19	19376697	19382699
SUGP1	19	19387478	19426340
MAU2	19	19432441	19469423
GATAD2A	19	19498493	19617938
NDUFA13	19	19628407	19637835
YJEFN3	19	19641264	19646656
CILP2	19	19652767	19657161
PBX4	19	19672558	19728539
LPAR2	19	19736624	19738379
GMIP	19	19740589	19753126
ATP13A1	19	19757617	19773585
ZNF101	19	19780601	19789961
ZNF14	19	19822014	19842947
LOC284440	19	19869622	19884962
ZNF506	19	19903770	19929469
ZNF253	19	19982183	20002362
ZNF93	19	20015753	20045707
ZNF682	19	20115367	20149131
ZNF90	19	20189964	20230880
ZNF486	19	20284266	20308812
ZNF826P	19	20591370	20594719
ZNF737	19	20725559	20738671
ZNF626	19	20803110	20843229
ZNF85	19	21108299	21131192
ZNF430	19	21206275	21242458
ZNF714	19	21266907	21306544
ZNF431	19	21333000	21367493
ZNF708	19	21474759	21511102
ZNF738	19	21545476	21570351
ZNF493	19	21581157	21609124
LOC400680	19	21681798	21681985
ZNF429	19	21689952	21720105
ZNF100	19	21907271	21948382
ZNF43	19	21990195	22017227
ZNF208	19	22158229	22182504
ZNF257	19	22237803	22273758
ZNF676	19	22364712	22364771
ZNF98	19	22582405	22603995
LOC440518	19	22779981	22786359
ZNF492	19	22818327	22848375
ZNF99	19	22943118	22951535
ZNF91	19	23541318	23576425
ZNF675	19	23835835	23868512
ZNF681	19	23922600	23940285
RPSAP58	19	23947724	24008323
ZNF726	19	24098218	24103029
ZNF254	19	24272261	24310832
LOC148189	19	28283010	28283069
LOC148145	19	29458473	29458532
UQCRFS1	19	29699399	29702639
VSTM2B	19	30019315	30054593
POP4	19	30097982	30104854
PLEKHF1	19	30157872	30166384
C19orf12	19	30190558	30205487
CCNE1	19	30304361	30314550
C19orf2	19	30435311	30506116
ZNF536	19	30863374	31048635
TSHZ3	19	31765881	31839035
THEG5	19	32083815	32083874
ZNF507	19	32836960	32876367
DPY19L3	19	32899097	32976241
PDCD5	19	33072905	33078101
ANKRD27	19	33088213	33165154
RGS9BP	19	33168120	33168178
NUDT19	19	33183879	33203832
TDRD12	19	33212943	33280998
SLC7A9	19	33321553	33360475
CCDC123	19	33370306	33462635
C19orf40	19	33464425	33467080
RHPN2	19	33469695	33554371
GPATCH1	19	33572235	33621281
WDR88	19	33625405	33665582
LRP3	19	33686521	33698556
SLC7A10	19	33699751	33715654
CEBPA	19	33791093	33791974
LOC80054	19	33795403	33795454
CEBPG	19	33865276	33872564
PEPD	19	33877934	34011616
CHST8	19	34115077	34263953
KCTD15	19	34288649	34306426
LSM14A	19	34665646	34720247
KIAA0355	19	34746469	34844891
GPI	19	34858054	34891576
